,Content ID,Type,Category,Reaction Type,Datetime,Sentimant,Score
51,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,disgust,22-12-2020 19:44,negative,0
52,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,disgust,08-07-2020 10:18,negative,0
53,74718bbf-e5a3-442f-8ca2-4a3428757fc1,video,dogs,disgust,22-10-2020 15:01,negative,0
54,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,disgust,17-01-2021 23:43,negative,0
55,02fa1c4f-722d-46d2-a85e-e5b136b5f3bc,video,cooking,disgust,23-06-2020 11:28,negative,0
56,eec5e521-4c28-4e8a-93a9-d544803fad7e,audio,food,disgust,10-10-2020 23:55,negative,0
57,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,disgust,01-08-2020 08:00,negative,0
58,49367a0f-1fd5-4417-a7c9-4a154e1ae0ad,photo,technology,disgust,06-10-2020 11:27,negative,0
59,457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,disgust,30-06-2020 23:11,negative,0
60,457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,disgust,16-01-2021 01:40,negative,0
61,457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,disgust,21-05-2021 14:58,negative,0
62,457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,disgust,01-10-2020 07:34,negative,0
63,457301ee-3e87-40d8-8b82-ea4e1fa90e39,GIF,healthy eating,disgust,07-07-2020 12:17,negative,0
64,4fa14453-7b29-4302-b51f-9aa23b472c1b,audio,animals,disgust,08-09-2020 15:30,negative,0
65,ab4c4756-1c50-4136-bad9-3216e01ffac2,audio,fitness,disgust,24-04-2021 11:52,negative,0
66,ab4c4756-1c50-4136-bad9-3216e01ffac2,audio,fitness,disgust,18-03-2021 22:16,negative,0
67,4478d98e-43e8-4dc0-884d-c1115aa8b970,audio,animals,disgust,05-07-2020 20:02,negative,0
68,34f73132-fff6-4f01-a5ec-4b4b66461fc7,photo,fitness,disgust,12-11-2020 19:22,negative,0
69,34f73132-fff6-4f01-a5ec-4b4b66461fc7,photo,fitness,disgust,21-09-2020 08:22,negative,0
70,34f73132-fff6-4f01-a5ec-4b4b66461fc7,photo,fitness,disgust,18-04-2021 13:09,negative,0
71,34f73132-fff6-4f01-a5ec-4b4b66461fc7,photo,fitness,disgust,27-01-2021 15:57,negative,0
72,bfa4e11c-9d72-49b9-bd43-49d95c2e5181,photo,veganism,disgust,06-12-2020 06:14,negative,0
73,220d9dc1-f8a5-422d-b200-3819f3b89b2b,video,dogs,disgust,26-06-2020 16:08,negative,0
74,220d9dc1-f8a5-422d-b200-3819f3b89b2b,video,dogs,disgust,18-05-2021 09:59,negative,0
75,220d9dc1-f8a5-422d-b200-3819f3b89b2b,video,dogs,disgust,22-02-2021 18:10,negative,0
76,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,GIF,healthy eating,disgust,01-09-2020 06:27,negative,0
77,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,GIF,healthy eating,disgust,27-10-2020 14:22,negative,0
78,ea1afba2-c0a8-4d0f-ac64-91fd7a126bbc,GIF,healthy eating,disgust,25-03-2021 11:15,negative,0
79,18b4da8a-5f22-4dbe-b2af-c9013581cdd9,GIF,studying,disgust,07-02-2021 18:56,negative,0
80,14ed7f7b-2c96-4458-8a39-606c25c14180,video,tennis,disgust,24-02-2021 03:44,negative,0
81,c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,disgust,24-11-2020 19:10,negative,0
82,c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,disgust,22-01-2021 16:02,negative,0
83,c01fa154-5348-4040-9d20-0bbf01f6349b,GIF,tennis,disgust,28-03-2021 13:07,negative,0
84,50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,03-09-2020 10:59,negative,0
85,50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,10-11-2020 07:27,negative,0
86,50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,25-01-2021 00:52,negative,0
87,50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,26-06-2020 18:09,negative,0
88,50c9237a-541c-4f10-a2be-7cbe076b2012,GIF,travel,disgust,20-01-2021 19:32,negative,0
89,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,disgust,24-10-2020 10:08,negative,0
90,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,disgust,07-08-2020 09:07,negative,0
91,5ecd7f9d-4184-4836-b1c5-f03e131ba0a7,video,science,disgust,16-01-2021 05:51,negative,0
92,e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,disgust,21-09-2020 09:10,negative,0
93,e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,disgust,04-02-2021 07:27,negative,0
94,e442899c-d2d6-4392-be2d-a0b916ae47fb,video,technology,disgust,26-05-2021 13:22,negative,0
95,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,disgust,20-12-2020 01:10,negative,0
96,daab7b1a-fc8d-473e-bbf3-b29f4185ae56,video,science,disgust,03-06-2021 02:16,negative,0
97,82145a60-013e-4d96-81a5-399af8618158,audio,food,disgust,03-02-2021 23:56,negative,0
98,82145a60-013e-4d96-81a5-399af8618158,audio,food,disgust,22-07-2020 21:59,negative,0
99,d852b946-01e1-44fe-abd7-26198660cbdb,GIF,food,disgust,10-09-2020 10:21,negative,0
100,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,GIF,healthy eating,disgust,08-02-2021 05:08,negative,0
101,87349e5b-eda4-4ae6-94d7-c42b9c5f03e9,GIF,healthy eating,disgust,23-04-2021 03:13,negative,0
102,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,video,culture,disgust,15-07-2020 19:23,negative,0
103,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,video,culture,disgust,12-02-2021 16:04,negative,0
104,5fbbdd47-e1ca-4cd4-bb24-dd0eb03f99b0,video,culture,disgust,25-06-2020 05:15,negative,0
105,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,GIF,soccer,disgust,17-05-2021 13:47,negative,0
106,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,GIF,soccer,disgust,29-04-2021 18:04,negative,0
107,ac1c59df-2803-4cf4-8ec0-fe6bd1f9ea44,GIF,soccer,disgust,15-12-2020 03:05,negative,0
108,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,disgust,27-12-2020 23:36,negative,0
109,026973ef-4b73-4901-9160-bc9e04516057,audio,culture,disgust,20-10-2020 13:31,negative,0
110,f08bdab2-b888-484e-8fd9-919e6ed86c12,audio,education,disgust,25-03-2021 19:36,negative,0
111,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,disgust,26-11-2020 14:04,negative,0
112,258bb775-3c35-4eec-90f3-8b75a52e466a,photo,education,disgust,07-06-2021 04:28,negative,0
113,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,disgust,03-12-2020 11:30,negative,0
114,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,disgust,13-04-2021 07:30,negative,0
115,8d32243c-2dd1-4128-bde1-d643207e582c,photo,studying,disgust,24-06-2020 06:45,negative,0
116,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,disgust,24-01-2021 20:52,negative,0
117,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,disgust,25-11-2020 19:43,negative,0
118,e2c433d2-096e-484e-8c69-28f0bb69f3b7,audio,science,disgust,26-01-2021 15:54,negative,0
119,409aa11d-5af3-4a70-9da1-482857f5835e,GIF,fitness,disgust,10-03-2021 19:24,negative,0
120,409aa11d-5af3-4a70-9da1-482857f5835e,GIF,fitness,disgust,16-06-2021 16:12,negative,0
121,409aa11d-5af3-4a70-9da1-482857f5835e,GIF,fitness,disgust,29-01-2021 09:21,negative,0
122,eaddee3e-3a23-47cd-9785-ab7f2120a293,video,science,disgust,26-12-2020 09:23,negative,0
123,eaddee3e-3a23-47cd-9785-ab7f2120a293,video,science,disgust,02-04-2021 21:00,negative,0
124,9ef39aa2-60f9-4e4b-b666-c6cb97015503,GIF,travel,disgust,16-01-2021 07:00,negative,0
125,841403fd-321b-4118-90b3-cc0075d64047,GIF,studying,disgust,27-09-2020 06:26,negative,0
126,3724de8a-ec2f-4021-a3f1-605d551da9d0,video,culture,disgust,11-03-2021 08:12,negative,0
127,3724de8a-ec2f-4021-a3f1-605d551da9d0,video,culture,disgust,23-06-2020 18:41,negative,0
128,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,photo,science,disgust,29-12-2020 08:39,negative,0
129,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,photo,science,disgust,27-04-2021 00:46,negative,0
130,dcaa5091-1246-4d3c-aed8-dcd8e1da69cc,photo,science,disgust,20-11-2020 10:39,negative,0
131,0491183b-be25-4108-b667-8c30d3cdbf50,audio,veganism,disgust,11-07-2020 18:45,negative,0
132,359b93ea-446f-4202-8801-db238de5de4d,photo,food,disgust,26-02-2021 19:38,negative,0
133,0adb9a94-210a-4e84-bca1-13db9452ff0e,video,healthy eating,disgust,09-06-2021 06:01,negative,0
134,0adb9a94-210a-4e84-bca1-13db9452ff0e,video,healthy eating,disgust,08-04-2021 01:19,negative,0
135,0adb9a94-210a-4e84-bca1-13db9452ff0e,video,healthy eating,disgust,31-08-2020 08:14,negative,0
136,86346263-02db-4020-a216-9e54f502f643,GIF,travel,disgust,19-09-2020 14:51,negative,0
137,86346263-02db-4020-a216-9e54f502f643,GIF,travel,disgust,04-11-2020 05:30,negative,0
138,3529c44b-d0f4-4bd2-b6eb-be97d2f7623f,photo,studying,disgust,28-09-2020 14:41,negative,0
139,9d94f180-947c-40f5-aa05-f1958759b7fc,video,science,disgust,13-03-2021 14:46,negative,0
140,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,photo,culture,disgust,06-05-2021 04:52,negative,0
141,497da46d-d5d5-45b0-827a-f2b75d7bf4c2,photo,culture,disgust,18-03-2021 15:44,negative,0
142,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,GIF,culture,disgust,31-10-2020 11:07,negative,0
143,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,GIF,culture,disgust,26-02-2021 18:46,negative,0
144,da527dd0-4b7d-40a2-9fc6-89ef7c91fd87,GIF,culture,disgust,22-01-2021 03:45,negative,0
145,fada6910-2cc5-4600-808c-1e6066f795a6,GIF,technology,disgust,26-08-2020 19:01,negative,0
146,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,photo,culture,disgust,27-02-2021 07:03,negative,0
147,be85274a-28f1-4c6d-9ea1-7b20d1e0c66f,photo,culture,disgust,27-06-2020 14:11,negative,0
148,1de2f0f9-61ab-43fb-9180-6870824c63c0,GIF,science,disgust,10-11-2020 01:05,negative,0
149,1de2f0f9-61ab-43fb-9180-6870824c63c0,GIF,science,disgust,07-07-2020 20:10,negative,0
150,c2d6e707-f00e-4fa4-a193-eb36272f58df,GIF,veganism,disgust,15-04-2021 19:16,negative,0
151,af7971aa-5fd5-41d3-b6c3-583704a705a2,video,healthy eating,disgust,03-01-2021 06:27,negative,0
152,af7971aa-5fd5-41d3-b6c3-583704a705a2,video,healthy eating,disgust,20-04-2021 15:01,negative,0
153,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,video,healthy eating,disgust,24-11-2020 08:08,negative,0
154,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,video,healthy eating,disgust,21-12-2020 19:33,negative,0
155,5d8dbd6f-cc78-4f7a-a65c-cd9dde481dd0,video,healthy eating,disgust,04-05-2021 17:40,negative,0
156,cd568dd1-70cf-45d6-b495-10eebff8c920,photo,dogs,disgust,04-11-2020 07:49,negative,0
157,cd568dd1-70cf-45d6-b495-10eebff8c920,photo,dogs,disgust,30-10-2020 08:38,negative,0
158,cd568dd1-70cf-45d6-b495-10eebff8c920,photo,dogs,disgust,11-11-2020 23:23,negative,0
159,cd568dd1-70cf-45d6-b495-10eebff8c920,photo,dogs,disgust,15-02-2021 11:09,negative,0
160,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,disgust,12-04-2021 10:58,negative,0
161,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,disgust,01-01-2021 15:36,negative,0
162,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,disgust,13-12-2020 17:23,negative,0
163,72822fb8-8a40-4cf1-a86a-42140b3bf9f3,photo,travel,disgust,13-11-2020 10:06,negative,0
164,ef99fd68-74fb-4c72-bc70-742ebca14499,video,soccer,disgust,25-05-2021 23:39,negative,0
165,d147ab3c-4097-4eec-b4dc-480e4ece801b,audio,culture,disgust,25-05-2021 07:18,negative,0
166,62681a6c-fe82-4186-ba7d-0805ae5b95ed,audio,veganism,disgust,10-02-2021 16:00,negative,0
167,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,23-10-2020 11:36,negative,0
168,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,03-04-2021 22:31,negative,0
169,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,23-12-2020 13:18,negative,0
170,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,16-04-2021 10:24,negative,0
171,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,08-07-2020 21:07,negative,0
172,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,13-11-2020 15:40,negative,0
173,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,14-09-2020 10:32,negative,0
174,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,14-10-2020 23:46,negative,0
175,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,01-11-2020 08:01,negative,0
176,67f2a150-6086-4cbd-8d21-46250ccef5a2,GIF,cooking,disgust,20-05-2021 00:01,negative,0
177,65545cfb-59bb-4dc1-a38b-82f268210da2,audio,technology,disgust,06-07-2020 14:07,negative,0
178,65545cfb-59bb-4dc1-a38b-82f268210da2,audio,technology,disgust,06-09-2020 13:50,negative,0
179,65545cfb-59bb-4dc1-a38b-82f268210da2,audio,technology,disgust,15-10-2020 04:56,negative,0
180,433607b3-eeb4-48b8-9263-9805c1b89d55,video,education,disgust,20-01-2021 20:27,negative,0
181,433607b3-eeb4-48b8-9263-9805c1b89d55,video,education,disgust,14-04-2021 03:34,negative,0
182,1000371f-7758-4c44-a1bc-41fd836b0bcb,audio,studying,disgust,23-01-2021 20:42,negative,0
183,5a5bf39d-1bfd-43f9-b304-ea8fbaaa3528,video,studying,disgust,06-07-2020 15:48,negative,0
184,8e3896e3-2f84-4b47-9365-fb562c9ed730,video,public speaking,disgust,24-09-2020 20:48,negative,0
185,8e3896e3-2f84-4b47-9365-fb562c9ed730,video,public speaking,disgust,01-09-2020 08:27,negative,0
186,8e3896e3-2f84-4b47-9365-fb562c9ed730,video,public speaking,disgust,02-02-2021 11:04,negative,0
187,de9796a6-d19d-4c41-a965-7aa4dcc69fee,audio,technology,disgust,06-05-2021 16:55,negative,0
188,de9796a6-d19d-4c41-a965-7aa4dcc69fee,audio,technology,disgust,05-04-2021 15:27,negative,0
189,e4466189-0b96-4cc4-9d7d-d0f27b982548,GIF,education,disgust,03-02-2021 17:39,negative,0
190,e4466189-0b96-4cc4-9d7d-d0f27b982548,GIF,education,disgust,24-07-2020 09:08,negative,0
191,391a9aa4-c04a-431e-8366-712d92267c2b,video,public speaking,disgust,24-05-2021 09:55,negative,0
192,391a9aa4-c04a-431e-8366-712d92267c2b,video,public speaking,disgust,29-04-2021 20:20,negative,0
193,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,photo,food,disgust,25-12-2020 06:35,negative,0
194,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,photo,food,disgust,12-12-2020 11:40,negative,0
195,36d36f19-7a10-4d7d-a3ab-a3f2cbbfcf4a,photo,food,disgust,15-07-2020 12:39,negative,0
196,c7066a17-2e12-49d2-bb9e-c8967051f490,GIF,public speaking,disgust,16-02-2021 15:42,negative,0
197,c7066a17-2e12-49d2-bb9e-c8967051f490,GIF,public speaking,disgust,03-09-2020 08:25,negative,0
198,f01ec49c-3179-43bb-b127-2b1a73f34b06,photo,animals,disgust,21-01-2021 16:00,negative,0
199,f01ec49c-3179-43bb-b127-2b1a73f34b06,photo,animals,disgust,25-02-2021 22:40,negative,0
200,c6cbd704-9d4a-4ace-b61e-e5df74ee83af,photo,education,disgust,05-04-2021 05:18,negative,0
201,eb6fc324-f85b-4bfb-b712-0a3eceb0b9d7,GIF,soccer,disgust,21-08-2020 17:43,negative,0
202,b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,disgust,04-11-2020 01:35,negative,0
203,b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,disgust,23-05-2021 19:58,negative,0
204,b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,disgust,20-06-2020 11:04,negative,0
205,b6c24086-becf-4615-801e-c3c298a8d4e2,photo,travel,disgust,20-07-2020 16:21,negative,0
206,1beeffff-f261-435f-a109-6fafe46669d4,photo,public speaking,disgust,24-01-2021 03:47,negative,0
207,1beeffff-f261-435f-a109-6fafe46669d4,photo,public speaking,disgust,12-03-2021 04:13,negative,0
208,1beeffff-f261-435f-a109-6fafe46669d4,photo,public speaking,disgust,04-05-2021 07:33,negative,0
209,1beeffff-f261-435f-a109-6fafe46669d4,photo,public speaking,disgust,26-11-2020 18:34,negative,0
210,61e6650c-5068-4575-9aee-4217ef3dbdb1,GIF,tennis,disgust,04-09-2020 09:40,negative,0
211,3a7f83a0-b9f9-44c1-a15d-656c4095e732,GIF,soccer,disgust,15-10-2020 10:31,negative,0
212,2b6921de-e7f2-4e30-8feb-36bd41becaf0,audio,travel,disgust,06-05-2021 03:02,negative,0
213,b56a9e24-d0f2-4599-b893-c2889a15e1d6,video,veganism,disgust,04-07-2020 16:40,negative,0
214,b56a9e24-d0f2-4599-b893-c2889a15e1d6,video,veganism,disgust,21-07-2020 02:54,negative,0
215,d706b190-216c-4103-9107-fb7304766d68,video,cooking,disgust,02-10-2020 15:49,negative,0
216,d706b190-216c-4103-9107-fb7304766d68,video,cooking,disgust,23-03-2021 01:45,negative,0
217,d706b190-216c-4103-9107-fb7304766d68,video,cooking,disgust,23-04-2021 13:53,negative,0
218,d706b190-216c-4103-9107-fb7304766d68,video,cooking,disgust,12-06-2021 14:04,negative,0
219,d706b190-216c-4103-9107-fb7304766d68,video,cooking,disgust,09-01-2021 13:42,negative,0
220,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,audio,tennis,disgust,08-01-2021 20:20,negative,0
221,61b45c79-c23b-4bbd-a4fe-0bb3611486c7,audio,tennis,disgust,13-04-2021 05:12,negative,0
222,2c511a63-5eb5-422f-8483-c9fcf9a29b55,GIF,technology,disgust,07-09-2020 18:59,negative,0
223,edc4a60a-b5ba-4178-b99e-9d34ed92599c,audio,technology,disgust,08-07-2020 13:41,negative,0
224,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,photo,animals,disgust,26-12-2020 08:14,negative,0
225,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,photo,animals,disgust,14-11-2020 00:40,negative,0
226,2cbbdbf6-b34e-4fbb-bdc6-904e61f91ce7,photo,animals,disgust,25-05-2021 15:23,negative,0
227,e51b00b8-49d4-4909-9f25-8e9a06e28728,video,soccer,disgust,28-04-2021 23:43,negative,0
228,e51b00b8-49d4-4909-9f25-8e9a06e28728,video,soccer,disgust,03-09-2020 05:09,negative,0
229,509a5fb0-9bb2-4809-9f90-18ae007acc94,video,dogs,disgust,16-10-2020 08:30,negative,0
230,509a5fb0-9bb2-4809-9f90-18ae007acc94,video,dogs,disgust,10-05-2021 15:05,negative,0
231,509a5fb0-9bb2-4809-9f90-18ae007acc94,video,dogs,disgust,13-01-2021 19:15,negative,0
232,f1038e6c-5292-4e20-a866-675e1637d6b5,GIF,soccer,disgust,20-06-2020 06:53,negative,0
233,f1038e6c-5292-4e20-a866-675e1637d6b5,GIF,soccer,disgust,20-01-2021 05:01,negative,0
234,08cc29f3-a22d-4652-8f27-ff9e0a826289,photo,technology,disgust,01-11-2020 06:30,negative,0
235,a784c1dd-e2ab-408d-a0c3-226a51d420e1,audio,technology,disgust,16-09-2020 15:06,negative,0
236,3a106d1f-3942-49d4-9358-417f33d760c6,photo,fitness,disgust,05-05-2021 13:03,negative,0
237,5bb364a6-8646-4cdb-b1cf-09f4125718d8,audio,soccer,disgust,12-07-2020 11:17,negative,0
238,5bb364a6-8646-4cdb-b1cf-09f4125718d8,audio,soccer,disgust,12-12-2020 03:19,negative,0
239,5bb364a6-8646-4cdb-b1cf-09f4125718d8,audio,soccer,disgust,07-03-2021 03:51,negative,0
240,de95cdb1-a85a-40de-8467-892e2d1481af,video,education,disgust,25-01-2021 12:39,negative,0
241,6199f5ca-cc02-410d-a408-e034946de162,video,animals,disgust,09-04-2021 00:41,negative,0
242,6199f5ca-cc02-410d-a408-e034946de162,video,animals,disgust,17-11-2020 07:00,negative,0
243,6199f5ca-cc02-410d-a408-e034946de162,video,animals,disgust,04-08-2020 23:23,negative,0
244,6199f5ca-cc02-410d-a408-e034946de162,video,animals,disgust,22-07-2020 07:50,negative,0
245,8490c29c-177f-4c21-9d37-d509f9287f30,GIF,tennis,disgust,26-05-2021 07:47,negative,0
246,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,video,science,disgust,20-04-2021 11:09,negative,0
247,5651450a-d330-46e6-bac9-c7c7e7defaf2,photo,animals,disgust,07-07-2020 16:46,negative,0
248,5651450a-d330-46e6-bac9-c7c7e7defaf2,photo,animals,disgust,13-02-2021 00:27,negative,0
